net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector
0.0892291;0.0902113;0.0842223;0.0842186;0.257226;0.428222;0.126229;0.129213;0.494224;0.451217;0.289224;0.704227;0.327232;0.744229;0.40821;0.816222;0.451227;0.606239;0.250232;0.608212;0.731233;0.768209;0.569233;0.449205;0.693239;0.567206;1.21322;1.02422;0.611225;0.97621;0.403225;1.09322;0.770217;1.10623;0.24721;1.09522;0.847233;0.731216;0.728233;0.929222
0.0962291;0.137212;0.133234;0.125224;0.298223;0.486229;0.166214;0.210221;0.546222;0.498205;0.329207;0.744222;0.449225;0.787214;0.448226;0.876225;0.492231;0.649232;0.290231;0.649216;0.778219;0.849215;0.649229;0.572209;0.735239;0.647229;1.2652;1.07422;0.651222;0.36921;0.483229;1.13323;0.811216;0.163214;0.287232;1.15521;0.927212;0.773224;0.890219;0.970216
0.0952291;0.190225;0.174236;0.169231;0.347211;0.132222;0.291227;0.250232;0.124223;0.542234;0.415223;0.784216;0.630222;0.167227;0.528223;0.168223;0.576228;0.691236;0.370219;0.77121;0.819217;0.891233;0.730221;0.613223;0.775222;0.689226;0.406219;0.124229;0.691225;0.449223;0.52321;1.17722;0.852236;0.484224;0.487233;0.285224;0.969211;0.813219;0.930219;1.05623
0.0862291;0.0892247;0.223227;0.209226;0.397211;0.300229;0.345219;0.376214;0.206224;0.592227;0.45521;0.847223;0.686229;0.207216;0.568221;0.289229;0.616224;0.736237;0.491229;0.812229;0.859229;0.932216;0.858205;0.653232;0.815222;0.729211;0.52723;0.404234;0.773209;0.489237;0.563229;1.22122;0.895229;0.644217;0.56723;0.486225;1.00922;0.853229;0.970231;1.10022
0.0922291;0.131212;0.267231;0.250231;0.127226;0.343217;0.386238;0.428223;0.329216;0.632226;0.499209;0.368216;0.0902287;0.287214;0.611227;0.451222;0.656218;0.777234;0.531234;0.852223;0.926229;0.977229;0.900222;0.693211;0.857205;0.769223;0.688224;0.648221;0.813229;0.770219;0.604231;0.248229;0.989219;0.724226;0.647214;0.567228;1.0502;0.937227;1.01122;1.14822
0.0962291;0.182211;0.0932308;0.295231;0.170229;0.0832235;0.447224;0.47321;0.369207;0.168221;0.544216;0.410224;0.130205;0.407222;0.652231;0.531227;0.696238;0.203227;0.611217;0.893232;0.166238;1.01722;0.947211;0.733212;0.89921;0.811227;0.729209;0.688213;0.857225;0.813235;0.726227;0.328221;1.03522;0.844224;0.769232;0.607214;1.09021;0.977232;1.05323;0.409218
0.0932291;0.126212;0.136227;0.340221;0.215216;0.164214;0.0892167;0.524229;0.411212;0.291219;0.586219;0.450234;0.290203;0.448218;0.699229;0.616223;0.800224;0.243229;0.693229;0.937226;0.286214;1.05823;0.484231;0.773231;0.245209;0.853231;0.809216;0.728221;0.284229;0.857221;0.767205;0.568229;1.07623;0.884224;0.810218;0.647207;1.13323;1.02222;1.15921;0.810221
0.0902291;0.129225;0.176234;0.130226;0.255219;0.207227;0.130227;0.086226;0.453229;0.331226;0.0872234;0.494224;0.371231;0.488223;0.745221;0.659222;0.210232;0.444237;0.786207;0.170219;0.407233;1.10021;0.524232;0.814221;0.445229;0.893214;0.896215;0.779216;0.56523;0.897225;0.89221;0.649233;1.12721;0.925229;0.931233;0.730222;1.18423;1.06422;0.688213;0.934236
0.0932291;0.0962247;0.220236;0.175231;0.296211;0.250207;0.17021;0.167214;0.494217;0.416227;0.170216;0.534227;0.45223;0.577214;0.787227;0.700231;0.29021;0.484225;0.826218;0.331205;0.612211;0.205223;0.564216;0.855224;0.485233;0.936229;0.936225;0.820221;0.686222;0.937226;0.933226;0.729217;0.606229;0.966223;1.01522;0.891218;0.290213;0.526217;0.768219;0.975226
0.0842291;0.142211;0.260222;0.228231;0.336211;0.292217;0.210238;0.20921;0.542235;0.458227;0.210205;0.166216;0.492212;0.619214;0.28721;0.760224;0.451228;0.525224;0.866234;0.412229;0.652218;0.285215;0.604223;0.898233;0.566222;0.976231;0.993217;0.909229;0.76621;0.979227;0.974224;0.769219;0.728206;1.01223;1.06122;0.932227;0.530222;0.647226;0.848222;1.01624
0.0882291;0.194212;0.133227;0.271231;0.385227;0.339232;0.250209;0.249228;0.129207;0.498223;0.250233;0.246227;0.537223;0.659224;0.368207;0.127223;0.491238;0.565209;0.906234;0.532229;0.692238;0.405229;0.644221;0.945231;0.688229;0.450226;1.04122;0.245219;0.80921;1.02121;1.01522;0.809219;0.768229;1.05423;1.10223;0.978218;0.650231;0.687214;0.888212;1.06821
0.0912291;0.138211;0.180222;0.327221;0.126223;0.383233;0.293229;0.330232;0.169213;0.538219;0.33021;0.286217;0.578207;0.705232;0.452219;0.167223;0.611214;0.605231;0.165209;0.695229;0.732229;0.566226;0.684211;0.985212;0.80821;0.490207;0.249218;0.486219;0.891216;1.06421;1.06923;0.850231;0.858234;1.09722;1.14823;0.565221;0.690224;0.727205;0.928239;1.11721
0.0852291;0.0902117;0.235234;0.0862307;0.166219;0.425229;0.417229;0.410223;0.289217;0.584233;0.370219;0.326236;0.620221;0.245221;0.494214;0.207231;0.693227;0.645219;0.285223;0.736227;0.772207;0.606233;0.724225;1.03321;0.849226;0.57123;0.289229;0.606212;0.931216;0.207227;0.327222;0.932233;0.898236;0.566217;1.19021;0.68823;0.771204;0.768216;1.00923;1.17423
0.0932291;0.135225;0.136227;0.129231;0.210211;0.465222;0.461226;0.450221;0.376222;0.130219;0.410217;0.366205;0.683227;0.285227;0.538226;0.287223;0.737231;0.736222;0.365234;0.780231;0.812235;0.686234;0.805219;1.09021;0.889229;0.692206;0.370229;0.646219;0.976212;0.652229;0.647229;1.01922;0.939227;0.606227;1.24121;0.729228;0.852205;0.848231;1.09023;0.443224
0.0952291;0.175211;0.182231;0.169226;0.253211;0.124227;0.166226;0.495226;0.421223;0.253224;0.490209;0.447224;0.732228;0.325214;0.625221;0.327227;0.783227;0.776227;0.405219;0.821223;0.898227;0.727209;0.885234;0.208229;0.931219;0.789211;0.410217;0.729221;1.02021;0.692217;0.687225;1.06323;1.02122;0.646239;0.443229;0.889212;0.89321;0.969222;1.13022;0.645225
0.0902291;0.0842113;0.239234;0.212221;0.299226;0.164223;0.207227;0.546226;0.505229;0.293226;0.530233;0.487234;0.782225;0.409233;0.667216;0.447214;0.824222;0.817205;0.570221;0.867212;0.938221;0.80821;0.926216;0.450234;0.973231;0.830224;0.572234;0.853222;1.06222;0.733223;0.727219;1.10422;1.07323;0.766232;0.483233;0.932227;0.974221;1.00922;1.17321;0.686235
0.0922291;0.124212;0.0872308;0.254224;0.353227;0.206235;0.248229;0.129227;0.126224;0.333221;0.667229;0.527216;0.0892316;0.449211;0.203221;0.530227;0.886214;0.284232;0.612205;0.908235;0.986231;0.850231;0.966223;0.612223;1.01623;0.871223;0.653215;0.895216;1.10323;0.774227;0.767222;0.487224;0.370225;0.807232;0.523229;0.972214;1.01422;1.05024;1.21522;0.726226
0.0902291;0.179225;0.127234;0.308219;0.397216;0.246222;0.288209;0.254235;0.166216;0.378227;0.164219;0.56823;0.211228;0.490216;0.324214;0.570211;0.366209;0.365229;0.655232;0.289212;1.02624;0.897225;1.01221;0.692231;1.05922;0.164224;0.69621;0.935216;0.28621;0.817221;0.807225;0.567227;0.490211;0.891237;0.724238;1.09123;1.05521;1.09223;1.25723;0.807237
0.0852291;0.0892247;0.167222;0.352231;0.0832185;0.286214;0.33221;0.341221;0.208229;0.421234;0.204209;0.65322;0.251212;0.581211;0.407233;0.655227;0.406231;0.406229;0.695229;0.329222;0.287222;0.941203;1.05622;0.732209;1.10522;0.204219;0.736227;0.976227;0.40621;0.857229;0.847212;0.649222;0.690217;0.972224;0.805218;0.570219;1.09523;1.13622;1.29721;0.848236
0.0882291;0.133211;0.213227;0.0862186;0.123211;0.340207;0.379229;0.386222;0.248234;0.461221;0.247224;0.250226;0.291221;0.627224;0.574238;0.706225;0.487227;0.528234;0.735222;0.449205;0.328229;0.283225;1.09922;0.773234;1.14623;0.364234;0.781217;1.01822;0.647227;0.898224;0.888217;0.689233;0.730216;1.01522;0.845227;0.697224;1.13723;1.18123;1.33723;0.888214
0.0912291;0.184212;0.265236;0.126231;0.163211;0.389232;0.420219;0.128227;0.291226;0.505233;0.287229;0.331205;0.372211;0.126209;0.614227;0.366205;0.527219;0.568231;0.78223;0.573223;0.409233;0.403231;1.1492;0.819223;1.18623;0.444216;0.821221;0.328236;0.729229;0.938229;0.928219;0.810217;0.932223;1.05923;0.885234;0.737224;1.17823;1.23822;0.691221;0.970216
0.0962291;0.0882113;0.0852223;0.166231;0.248211;0.128232;0.479218;0.168228;0.332216;0.549205;0.327207;0.375234;0.494221;0.166227;0.678212;0.406237;0.567228;0.608222;0.842222;0.654233;0.489235;0.445211;0.207221;0.871223;0.368229;0.484207;0.90921;0.488222;0.770222;1.01922;0.968225;0.945229;0.972224;1.10822;0.965224;0.777219;1.22422;0.523224;0.731231;1.01123
0.0892291;0.129225;0.131234;0.216231;0.290216;0.215235;0.168227;0.208212;0.373223;0.130221;0.367205;0.459222;0.575229;0.207216;0.286212;0.487237;0.614231;0.649219;0.168229;0.694214;0.529227;0.493219;0.489232;0.914232;0.488231;0.604216;0.364226;0.648216;0.894213;1.07724;1.00822;0.990221;1.05422;1.15221;1.00722;0.863229;0.449231;0.603211;0.771205;1.05123
